"PPT","PERPETUAL FPO",52.50,"+0.00%"
"PEC","PERPET RES FPO",0.014,"+0.000%"
"PRU","PERSEUS FPO",0.305,"+0.000%"
"PTR","PETRATHERM FPO",0.026,"+0.000%"
"PRL","PETREL ENE FPO",0.041,"+0.000%"
"PSA","PETSEC FPO",0.15,"+0.00%"
"PNO","PHARMANET FPO",0.30,"+0.00%"
"PAA","PHARMAUST FPO",0.065,"-1.515%"
"PXS","PHARMAXIS FPO",0.275,"+0.000%"
"PHI","PHILEO FPO",8.70,"+0.58%"
"PHK","PHOSLOCK FPO",0.10,"+0.00%"
"POH","PHOSPHAGEN FPO",0.017,"+6.250%"
"PYC","PHYLOGICA FPO",0.042,"+13.514%"
"PLS","PILBARAMIN FPO",0.34,"+1.49%"
"PGY","PILOT FPO",0.002,"+0.000%"
"PNI","PINNACLE FPO",2.24,"+1.82%"
"PNC","PIONEER CR FPO",2.07,"+0.98%"
"PIO","PIONEER FPO",0.018,"-5.263%"
"PEG","PIXIEGROUP CDI 1:1",0.046,"+0.000%"
"PGS","PLANETGAS FPO",0.013,"-7.143%"
"PGM","PLATINA FPO",0.11,"-4.35%"
"PAI","PLAT ASIA FPO",1.00,"+0.50%"
"PTM","PLAT MGMT FPO",4.99,"+1.63%"
"PMC","PLATINUM FPO",1.565,"+0.968%"
"PL8",N/A,N/A,N/A
"PKA","PLUKKA FPO",0.033,"+0.000%"
"PLH","PLYM MINER FPO",0.26,"+4.00%"
"PAF","PMASIAN FPO",0.99,"+0.00%"
"PGF","PMGLOBAL FPO",1.025,"-0.485%"
"PMP","PMP LTD FPO",0.67,"+0.00%"
"PNX","PNX METALS FPO",0.016,"-5.882%"
"PVE","PO VALLEY FPO",0.03,"+11.11%"
"3DP","POINTERRA FPO",0.028,"+0.000%"
"PNV","POLYNOVO FPO",0.225,"+0.000%"
"POS","POSEIDON FPO",0.034,"+3.030%"
"PVL","POWERHOUSE FPO NZ",0.77,"+0.00%"
"POZ","POZMINLTD FPO",0.024,"+0.000%"
"PPK","PPK GROUP FPO",0.20,"+0.00%"
"PPS","PRAEMIUM FPO",0.40,"+0.00%"
"PDZ","PRAIRIE FPO",0.54,"-4.42%"
"PBT","PRANA FPO",0.059,"+0.000%"
"PDI","PREDICTIVE FPO",0.01,"+0.00%"
"PMV","PREM INV. FPO",13.26,"-0.82%"
"PEZ","PREMIERE FPO",0.02,"+0.00%"
"PTX","PRESCIENT FPO",0.093,"+0.000%"
"PRR","PRIMA FPO",0.032,"+0.000%"
"PGO","PRIM GOLD FPO",0.06,"-1.64%"
"PRY","PRIMARY FPO",3.42,"-0.87%"
"POP","PRIMARY OP FPO",0.014,"-6.667%"
"PFG","PRIME FIN. FPO",0.12,"+0.00%"
"PRT","PRIME TV FPO",0.30,"+0.00%"
"PME","PROMEDICUS FPO",5.50,"+0.73%"
"PPG","PRO PAC FPO",0.38,"+0.00%"
"PBP","PROBIOTEC FPO",0.48,"+0.00%"
"PRG","PROGRAMMED FPO",1.725,"+0.000%"
"POB",N/A,N/A,N/A
"PCH","PROP CON FPO",0.009,"+12.500%"
"PLG","PROP LINK FORUS",0.805,"-0.617%"
"PRO","PROPHECY FPO",0.49,"-2.00%"
"PSC","PROSPECRES FPO",0.024,"-4.000%"
"PSP","PROSPERITY FPO",0.001,"+0.000%"
"POW","PROTEAN FPO",1.80,"+0.00%"
"PIQ","PROTEOMICS FPO",0.175,"-2.778%"
"PRW","PROTO RES FPO",0.001,"+0.000%"
"PON",N/A,N/A,N/A
"PSZ","PS&C FPO",0.27,"+0.00%"
"PSI","PSC INSUR FPO",1.92,"+0.00%"
"PVA","PSIVIDACOR CDI",2.60,"+13.04%"
"PTB","PTB GROUP FPO",0.515,"-5.505%"
"PHA","PUBLIC FPO",0.06,"+0.00%"
"PHG","PULSE HLTH FPO",0.465,"+0.000%"
"PUI",N/A,N/A,N/A
"PUB",N/A,N/A,N/A
"PUG",N/A,N/A,N/A
"PUJ",N/A,N/A,N/A
"PUK",N/A,N/A,N/A
"PUO",N/A,N/A,N/A
"PUQ",N/A,N/A,N/A
"PUU",N/A,N/A,N/A
"PUV",N/A,N/A,N/A
"PVD","PURA VIDA FPO",0.037,"+0.000%"
"PPL","PUREPROFIL FPO",0.41,"+0.00%"
"PPH","PUSHPAY FPO NZX",1.57,"+0.96%"
"PWH","PWR HLDING FPO",2.03,"-2.87%"
"QTG","Q TECH FPO",0.002,"+0.000%"
"QAN","QANTAS FPO",4.21,"+4.99%"
"QIP","QANTMIP FPO",1.82,"-0.55%"
"QBE","QBE INSUR. FPO",12.81,"-0.62%"
"QMS","QMS MEDIA FPO",1.085,"-0.459%"
"QRX","QRX PHARMA FPO",0.028,"+0.000%"
"QFY","QUANTIFY FPO",0.085,"-1.163%"
"QTM","QUANT ENE FPO",0.021,"+0.000%"
"QUR","QUANT RES FPO",0.013,"+0.000%"
"QUB","QUBE FPO",2.64,"+0.38%"
"QBC",N/A,N/A,N/A
"QBL","QUEEN BAUX FPO",0.021,"+5.000%"
"QMN","QLD MINING FPO",0.06,"-7.69%"
"XQL",N/A,N/A,N/A
"QST","QUEST INV. FPO",0.23,"+0.00%"
"QNL","QUEST MIN FPO",0.024,"-4.000%"
"QUE","QUESTE FPO",0.075,"+0.000%"
"QSS","QUESTUS FPO",0.022,"+0.000%"
"QHL","QUICKSTEP FPO",0.105,"+5.000%"
"QIN","QUINTIS FPO",1.21,"+0.83%"
"QVE","QVEQUITIES FPO",1.245,"+0.403%"
"R3D","R3DGLOBAL FPO",0.081,"+0.000%"
"RAC","RACEONCO FPO",0.225,"-2.174%"
"RAF","RAFFLESCAP FPO",2.00,"+0.00%"
"RMR","RAM RES FPO",0.05,"+4.17%"
"RMS","RAMELIUS FPO",0.41,"+9.33%"
"RMM",N/A,N/A,N/A
"RMB",N/A,N/A,N/A
"RMH",N/A,N/A,N/A
"RHC","RAMSAY FPO",71.02,"+2.17%"
"RND","RAND MIN FPO",2.00,"-1.48%"
"RAN","RANGE INTL FPO",0.595,"-45.909%"
"RRS","RANGE RES FPO",0.006,"+0.000%"
"RPG","RAPTIS FPO",0.06,"+0.00%"
"RPL","RAPTOR RESOURCES LTD",N/A,"+0.00%"
"RAW","RAWSON FPO",0.04,"-14.89%"
"RBR","RBR GROUP FPO",0.006,"+0.000%"
"RCG","RCG CORP FPO",0.875,"-4.372%"
"RCR","RCR FPO",2.84,"+0.71%"
"REA","REA GROUP FPO",62.69,"+1.44%"
"RLE","REALENERGY FPO",0.053,"-3.636%"
"REV","REI GROUP FPO",0.033,"+0.000%"
"RRP","REALM RES FPO",0.041,"+0.000%"
"RCE","RECCE LTD FPO",0.20,"+0.00%"
"RKN","RECKON FPO",1.62,"-0.92%"
"RFT","RECTIFIER FPO",0.013,"+0.000%"
"RED","RED 5 LTD FPO",0.032,"+10.345%"
"RMP","REDEMPEROR FPO",0.021,"+0.000%"
"RHI","REDHILL IR FPO",0.67,"+0.00%"
"RDM","RED METAL FPO",0.155,"+3.333%"
"RMX","REDMOUNT FPO",0.033,"+3.125%"
"RVR","REDRIVER FPO",0.19,"+2.70%"
"ROG","RED SKY. FPO",0.006,"+0.000%"
"RCP","REDBANK FPO",0.003,"+0.000%"
"RBL","REDBUBBLE FPO",0.725,"-1.361%"
"RDF","REDFLEX FPO",0.60,"+0.00%"
"RFX","REDFLOW FPO",0.20,"-2.44%"
"RDH","REDH EDU FPO",1.12,"+0.00%"
"RDS","REDSTONE FPO",0.014,"-22.222%"
"REH","REECE FPO",41.00,"-0.49%"
"RLC","REEDYLC FPO",0.028,"-6.667%"
"RCT","REEFCASINO UNIT",3.40,"+0.00%"
"RFN","REFFIND FPO",0.023,"-14.815%"
"RGP","REFRESHGRP FPO",0.056,"+0.000%"
"RGS","REGENEUS FPO",0.13,"+0.00%"
"REX","REG EX HLD FPO",0.98,"+1.03%"
"REG","REG HEALTH FPO",4.45,"-0.89%"
"RRL","REGIS FPO",3.26,"+2.84%"
"RWC","RWC CORP FPO",3.07,"+1.66%"
"RNU","RENASCOR FPO",0.022,"+10.000%"
"RNT","RENTDOTCOM FPO",0.076,"-2.564%"
"RNE","RENUENERGY FPO",0.011,"-8.333%"
"RHS","REPRODUCTI FPO",0.135,"+0.000%"
"RAP","RESAPP FPO",0.33,"+1.54%"
"RMD","RESMED CDI 10:1",9.54,"+1.49%"
"RSG","RESOLUTE FPO",1.24,"+5.08%"
"RHT","RESONANCE FPO",0.022,"+0.000%"
"RBX","RES BASE DEF SET",0.09,"+0.00%"
"RDG","RESDEV FPO",0.019,"+0.000%"
"RES","RES GENER FPO",0.08,"-6.98%"
"RMI","RES MINING FPO",0.009,"+0.000%"
"REZ","RES&EN GRP FPO",0.135,"+0.000%"
"RSH","RESPIRI FPO",0.051,"+15.909%"
"RFG","RTL FOOD FPO",5.48,"+2.24%"
"RTE","RETECH TECHNOLOGY CO LTD",N/A,"+0.00%"
"RVA","REVA MEDIC CDI 10:1",0.995,"-0.995%"
"REF","REVERSE FPO",0.10,"+0.00%"
"RWD","REWARD MIN FPO",0.365,"+10.606%"
"RXH","REWARDLE FPO",0.032,"+0.000%"
"RXM","REXMIN FPO",0.057,"+0.000%"
"REY","REY RES FPO",0.125,"+13.636%"
"RNO","RHINOMED FPO",0.019,"+5.556%"
"RHP","RHIPE LTD FPO",0.45,"+4.65%"
"RIC","RIDLEY FPO",1.415,"-0.352%"
"RIE","RIEDEL RES FPO",0.018,"-14.286%"
"RVY","RIFT VALL FPO",0.027,"-3.571%"
"RIM","RIMFIRE FPO",0.029,"+7.407%"
"RIO","RIO TINTO FPO",59.80,"-1.16%"
"RNL","RISION FPO",0.005,"+0.000%"
"RIR","RIVARESOU FPO",0.018,"-18.182%"
"RMT","RMA ENERGY FPO",0.003,"+0.000%"
"RMG","RMG FPO",0.014,"+0.000%"
"RNI","RNINL FPO",0.07,"+2.94%"
"RNY","RNY P T UNIT",0.035,"+0.000%"
"RBO","ROBO3D FPO",0.079,"+1.282%"
"RGI","ROTOGRO FPO",0.31,"-1.59%"
"RXL","ROX RES FPO",0.017,"+0.000%"
"RWH","ROYAL WOLF FPO",1.365,"-1.087%"
"RCO","ROYALCO FPO",0.23,"+0.00%"
"RTG","RTG MINING CDI 1:1",0.15,"+0.00%"
"RUB","RUBICR GRP FPO",0.054,"+0.000%"
"RFL","RUBIK FIN FPO",0.165,"+0.000%"
"RTR","RUMBLE FPO",0.026,"+13.043%"
"RUL","RPMGLOBAL FPO",0.60,"+1.69%"
"RFF","RURALFUNDS STAPLED",1.875,"+1.078%"
"RHL","RURALCO FPO",2.90,"-1.02%"
"RXP","RXPSERVICE FPO",0.855,"+0.588%"
"RYD","RYDERCAP FPO",1.07,"+0.00%"
"S2R","S2RESOURCE FPO",0.185,"-2.632%"
"SBR","SABRE RES. FPO",0.019,"+0.000%"
"SGC","SACGASCO FPO",0.076,"+0.000%"
"SRH","SAFEROADS FPO",0.10,"+0.00%"
"SAN","SAGALIO EN FPO",0.013,"+0.000%"
"SLM","SALMAT FPO",0.52,"-3.70%"
"SO4","SALT LAKE FPO",0.48,"+0.00%"
"SSN","SAMSON FPO",0.003,"-25.000%"
"SFR","SANDFIRE FPO",5.78,"+1.40%"
"SNC","SANDON FPO",1.045,"+0.966%"
"SMI","SANTANAMIN FPO",0.039,"+2.632%"
"STO","SANTOS FPO",3.44,"-5.49%"
"SAR","SARACEN FPO",0.91,"+4.00%"
"SND","SAUNDERS FPO",0.50,"-1.96%"
"SYA","SAYONA FPO",0.02,"+0.00%"
"SCG","SCENTRE STAPLED",4.35,"-1.14%"
"SCW","SCENTRE T1 UNIT",N/A,"+0.00%"
"SCA",N/A,N/A,N/A
"SFC","SCHAFFER FPO",6.84,"+2.09%"
"SDV","SCIDEV FPO",0.014,"+0.000%"
"SIE","SCIGEN CDI 1:1",0.055,"+0.000%"
"SCO","SCOTTISH FPO",2.53,"-1.17%"
"SCT","SCOUT SECURITY LTD",N/A,"+0.00%"
"SDI","SDI FPO",0.63,"+0.00%"
"SFG","SEAFARMS FPO",0.079,"+1.282%"
"SLK","SEALINK FPO",4.35,"+1.16%"
"SP1","SEARCHPART FPO",0.015,"+0.000%"
"SES","SECOS FPO",0.096,"+0.000%"
"S2G","SECURE2GO GROUP LTD",N/A,"+0.00%"
"SAC",N/A,N/A,N/A
"SEK","SEEK FPO",16.95,"+0.18%"
"SEG","SEGUE RES FPO",0.07,"+0.00%"
"SHV","SELECT FPO",5.94,"+1.37%"
"SEN","SENETAS FPO",0.105,"+9.375%"
"SXY","SENEX FPO",0.31,"-1.59%"
"SE1","SENSERA FPO",0.41,"-2.38%"
"SEQ","SEQUOIA FPO",0.345,"+9.524%"
"HTV",N/A,N/A,N/A
"REQ",N/A,N/A,N/A
"WSC",N/A,N/A,N/A
"REK",N/A,N/A,N/A
"RDA",N/A,N/A,N/A
"WSH",N/A,N/A,N/A
"WSJ",N/A,N/A,N/A
"WSN",N/A,N/A,N/A
"WSO",N/A,N/A,N/A
"RFB",N/A,N/A,N/A
"HTB",N/A,N/A,N/A
"WSQ",N/A,N/A,N/A
"WSD",N/A,N/A,N/A
"WSZ",N/A,N/A,N/A
"WEK",N/A,N/A,N/A
"WEJ",N/A,N/A,N/A
"SRV","SERVCORP FPO",5.89,"-1.83%"
"SSM","SRVSTREAM FPO",1.195,"-3.239%"
"SVT","SERVTECH FPO",0.15,"-9.09%"
"SVW","SEVEN GRP FPO",11.14,"-1.50%"
"SWM","SEVENWEST FPO",0.745,"+0.000%"
"SWL","SEYMOUR FPO",1.30,"+0.00%"
"SGF","SGFLEET FPO",3.48,"+2.96%"
"SRO","SHAREROOT FPO",0.01,"+0.00%"
"SM8","SHARKMS FPO",0.11,"+0.00%"
"SSG","SHAVERSHOP FPO",0.705,"-2.083%"
"SRR","SHAW RIVER FPO",0.009,"+0.000%"
"SFX","SHEFF RES FPO",0.55,"-0.90%"
"SHU","SHENHUA FPO",0.18,"+0.00%"
"SHJ","SHINE CORP FPO",0.545,"-0.909%"
"SCP","SHOPCENAUS STAPLED",2.33,"-0.43%"
"SHH","SHREE MIN FPO",0.026,"+0.000%"
"SHM","SHRIRO FPO",1.35,"+4.25%"
"SBU","SIBURAN FPO",0.006,"+0.000%"
"SSL","SIETEL FPO",6.00,"+0.00%"
"SIP","SIGMAPHARM FPO",1.24,"+2.06%"
"SIH","SIHAYO FPO",0.013,"+0.000%"
"SLX","SILEX FPO",0.485,"+1.042%"
"SIV","SILVR CHEF FPO",7.70,"-1.41%"
"SCI","SILVERCITY FPO",0.019,"-9.524%"
"SVH","SILVER HTG FPO",0.22,"+0.00%"
"SLR","SILVERLAKE FPO",0.465,"+2.198%"
"SVL","SILVERMINE FPO",0.15,"+3.45%"
"SVA","SIMAVITA CDI 1:1",0.06,"+0.00%"
"SIO","SIMONDS FPO",0.34,"+0.00%"
"SGM","SIMS METAL FPO",11.96,"+1.01%"
"SEH","SGEHOLDING FPO",0.096,"+0.000%"
"SNV","SINOVUS FPO",0.001,"+0.000%"
"SRI","SIPA RES. FPO",0.016,"+0.000%"
"SRX","SIRTEX MED FPO",15.21,"+1.67%"
"SIT","SITE GROUP FPO",0.087,"+1.163%"
"SAM","SIVASMNGMT FPO",0.04,"+0.00%"
"SKN","SKNELEMENT FPO",0.17,"+0.00%"
"SAS","SKYSPACE FPO",0.255,"+6.250%"
"SKT","SKY NET TV FPO NZ",3.55,"+1.14%"
"SKC","SKYCITY FPO NZX",4.13,"-0.72%"
"SKB","SKYDIVEBCH FPO",0.635,"+2.419%"
"SKF","SKYFII FPO",0.08,"+14.29%"
"SKP","SKYLAND CDI 1:1",0.30,"+0.00%"
"SGH","SLATER & G FPO",0.097,"+3.191%"
"SAB",N/A,N/A,N/A
"SSE",N/A,N/A,N/A
"SMT",N/A,N/A,N/A
"SXB",N/A,N/A,N/A
"SS6",N/A,N/A,N/A
"SAZ",N/A,N/A,N/A
"SPZ","SMART PARK FPO",0.265,"+0.000%"
"SIQ","SMARTGROUP FPO",6.49,"+0.00%"
"SMP","SMARTPAY FPO NZX",0.185,"+0.000%"
"SMA","SMARTTRANS FPO",0.01,"+0.00%"
"SOP","SML CORP FPO",0.03,"+0.00%"
"SMX","SMS M&T FPO",1.60,"+1.27%"
"SOM","SOMNOMED FPO",2.97,"-7.76%"
"SHL","SONIC HLTH FPO",22.01,"+0.82%"
"SMG","SOONMINING FPO",0.33,"+0.00%"
"SAY","STHAMERICA FPO",0.004,"+0.000%"
"SXI","SOUTHEAST FPO",0.017,"+0.000%"
"SPB","SOUTH PAC FPO",0.033,"+0.000%"
"S32","SOUTH32 FPO",2.81,"+1.08%"
"SXE","STH X ELEC FPO",0.48,"+0.00%"
"SXX","S.CROSS EX FPO",0.007,"+0.000%"
"SXL","STHNXMEDIA FPO",1.29,"-1.15%"
"SAU","STHN GOLD FPO",0.30,"+1.69%"
"SUH","STH HEM MI FPO",0.10,"+5.26%"
"SVM","SOVEREIGN FPO",0.11,"-4.35%"
"SKI","SPARK INFR FORUS",2.48,"-0.40%"
"SPK","SPARK NZ FPO NZX",3.39,"+0.00%"
"STW","SPDR 200 ETF UNITS",55.60,"+0.14%"
"SLF","SPDR PRP ETF UNITS",13.27,"+0.23%"
"SFY","SPDR 50 ETF UNITS",55.98,"+0.05%"
"SFH","SPECIALTY FPO",0.54,"-1.82%"
"SPX","SPECTRUM FPO",0.008,"+0.000%"
"SDA","SPEEDCAST FPO",3.70,"+0.00%"
"SRS","SPICERS FPO",0.026,"+0.000%"
"ST1","SPIRIT TC FPO",0.155,"-3.125%"
"SPI","SPITFIRE FPO",0.13,"+8.33%"
"SFI","SPOOKFISH FPO",0.085,"+2.410%"
"SHO","SPORTSH FPO",0.04,"-2.44%"
"SPO","SPOTLESS FPO",1.075,"+0.000%"
"SFL","SPRING FG FPO",0.22,"+0.00%"
"SIX","SPRINTEX FPO",0.36,"+0.00%"
"SRG","SRG LTD FPO",1.375,"-1.786%"
"SBM","ST.BARBARA FPO",2.69,"+5.49%"
"SGQ","ST GEORGE FPO",0.16,"+0.00%"
"SMR","STANMORE FPO",0.39,"+0.00%"
"STL","STAR GROUP FPO",0.03,"+0.00%"
"SPL","STARPHARMA FPO",0.74,"-0.67%"
"SVY","STAVELYMIN FPO",0.13,"+0.00%"
"SDF","STEADFAST FPO",2.72,"+0.37%"
"SST","STEAMSHIP FPO 50T",22.00,"+0.00%"
"SRZ","STELLAR FPO",0.027,"-10.000%"
"SCU","STEMCELL FPO",0.115,"+4.545%"
"SBI","STERLPLANT FPO",0.018,"+0.000%"
"SGP","STOCKLAND. STAPLED",4.91,"+0.61%"
"SKS","STOKES FPO",0.33,"+0.00%"
"SHK","STONE RES FPO",0.005,"+0.000%"
"SWJ","STONEWALL FPO",0.026,"-3.704%"
"SRY","STORYILTD FPO",0.036,"+0.000%"
"STA","STRANDLINE FPO",0.008,"+14.286%"
"SXA","STRATA-X CDI 1:1",0.045,"-2.174%"
"SOR","STRAT ELE FPO",0.069,"-4.167%"
"SER","STRATEGIC FPO",0.011,"-15.385%"
"SMC","STRAT MINS FPO",0.35,"+0.00%"
"SGO","STREAM GRP FPO",0.078,"+0.000%"
"STX","STRIKE ENE FPO",0.075,"-3.846%"
"SRK","STRIKE FPO",0.063,"+0.000%"
"SMN","STRUCT MON CDI 1:1",1.23,"-0.81%"
"SZG","SUBZERO FPO",0.005,"+0.000%"
"SGU","SUCCESS FPO",0.05,"+0.00%"
"SUD","SUDA FPO",0.021,"+0.000%"
"SDC","SUGAR DRAGON LTD",N/A,"+0.00%"
"SUM","SUMATRACG CDI 1:1",0.02,"+0.00%"
"SNZ","SUMMERSET FPO NZX",4.62,"+0.00%"
"SMM","SUMMIT RES FPO",0.38,"+0.00%"
"SUR","SUN FPO",0.007,"+0.000%"
"SBB","SUNBRIDGE FPO",0.012,"+0.000%"
"SUN","SUNCORP FPO",13.77,"+0.00%"
"SBK",N/A,N/A,N/A
"SEA","SEA LTD FPO",0.10,"+0.00%"
"SDL","SUNDANCE FPO",0.004,"+0.000%"
"SDG","SUNLAND FPO",1.74,"+0.00%"
"SVS","SUNVEST FPO",0.27,"+0.00%"
"SUL","SUPARETAIL FPO",9.48,"-0.11%"
"SPQ","SUPERIOR FPO",0.007,"+0.000%"
"SLC","SUPERLOOP FPO",2.50,"+0.81%"
"SNL","SUPPLY NET FPO",2.20,"+0.00%"
"SRN","SUREFIRE FPO",0.002,"+0.000%"
"SRF","SURFSTITCH FPO",0.13,"+8.33%"
"SWE","SWALA ENER FPO",0.037,"+0.000%"
"SWK","SWICKMIN FPO",0.28,"-3.45%"
"SW1","SWIFT NET FPO",0.25,"+0.00%"
"SYD","SYDAIRPORT FORUS",6.78,"+0.00%"
"SMD","SYNDICAT M FPO",0.018,"+12.500%"
"SYS","SYNGAS FPO",0.002,"+0.000%"
"SM1","SYNLAIT FPO NZX",3.30,"+1.54%"
"SYT","SYNTONIC FPO",0.031,"+3.333%"
"SYR","SYRAH RES FPO",2.31,"-1.70%"
"TAH","TABCORP FPO",4.78,"-0.62%"
"TAG","TAG FPO",0.055,"+0.000%"
"TKO",N/A,N/A,N/A
"TKG","TAKORADI FPO",0.003,"+0.000%"
"TLG","TALGA RES FPO",0.795,"-8.621%"
"TLM","TALISMAN FPO",0.31,"+0.00%"
"TPD","TALON PETR FPO",0.01,"+11.11%"
"TMK","TAMASKAOIL FPO",0.004,"+0.000%"
"TWD","TAMAWOOD FPO",4.07,"-0.49%"
"TAM","TANAMI FPO",0.06,"+0.00%"
"TRL","TANGARES FPO",0.037,"+5.714%"
"TAP","TAP OIL FPO",0.073,"+1.389%"
"TEX","TARGET FPO",0.001,"-50.000%"
"TAR","TARUGAGOLD FPO",0.046,"+0.000%"
"TFL","TASFOODS FPO",0.18,"+12.50%"
"TAS","TASMAN RES FPO",0.20,"-11.11%"
"TMM","TASMINE FPO",1.78,"+0.00%"
"TGR","TASSAL GRP FPO",4.55,"+1.34%"
"TTS","TATTS GRP FPO",4.47,"-0.67%"
"TAW","TAWANA FPO",0.27,"+0.00%"
"TDL","TBGDIAGNOS FPO",0.16,"+0.00%"
"TMP","TECH MPIRE FPO",0.31,"+0.00%"
"TCN","TECHNICHE. FPO",0.062,"+0.000%"
"TMT","TECHMETALS FPO",0.225,"-2.174%"
"TNE","TECH ONE FPO",5.41,"+0.37%"
"TGH","TEGEL GRP FPO NZX",1.06,"+0.00%"
"TLS","TELSTRA FPO",4.22,"-0.47%"
"TPW","TEMPLE WEB FPO",0.165,"+3.125%"
"TGG","TEMPLETON FPO",1.325,"+0.379%"
"TPP","TEMPO FPO",0.18,"+5.88%"
"TEN","TEN NET FPO",0.36,"-19.10%"
"TGZ","TERANGA CDI 1:1",0.65,"+0.00%"
"TER","TERRACOM FPO",0.03,"+0.00%"
"TMX","TERRAIN FPO",0.011,"-8.333%"
"TZN","TERRAMIN FPO",0.19,"+0.00%"
"TNT","TESSERENT FPO",0.078,"+4.000%"
"TES",N/A,N/A,N/A
"A2M","A2 MILK FPO NZ",3.28,"+2.50%"
"CGL","CITADEL GP FPO",4.35,"+0.00%"
"FOD","FOOD REV FPO",0.064,"+0.000%"
"GGL","GRUDEN GR FPO",0.016,"-5.882%"
"THC",N/A,N/A,"+0.00%"
"PGR","PASGROUP FPO",0.635,"+0.000%"
"TRS","REJECTSHOP FPO",4.32,"+1.41%"
"SGR","STAR ENT FPO",5.55,"-1.25%"
"TNK","THINK CHIL FPO",2.18,"+0.00%"
"TMZ","THOMSONRES FPO",0.068,"+0.000%"
"THR","THORMINING CDI 1:1",0.017,"-10.526%"
"TGA","THORN GRP FPO",1.31,"+0.38%"
"TOP","THORNEYOPP FPO",0.69,"+0.00%"
"TEK","THORN TECH FPO",0.235,"+4.444%"
"TPS","THREAT PRO FPO",0.028,"+3.704%"
"THD","THRED FPO",0.035,"-2.778%"
"THX","THUNDELARR FPO",0.055,"+0.000%"
"TIA","TIAN AN AU FPO",0.90,"+2.27%"
"TPO","TIAN POH FPO",0.165,"+0.000%"
"TB8","TIANMEIBGC FPO",0.12,"-4.00%"
"TGS","TIGER RES FPO",0.049,"+0.000%"
"TIG","TIG REALM FPO",0.041,"-8.889%"
"TKF","TIKFORCE FPO",0.04,"+0.00%"
"TLT","TILTRENEW FPO NZX",N/A,"+0.00%"
"TML","TIMAH FPO",0.06,"+0.00%"
"TNY","TINYBEANS FPO",0.95,"-1.04%"
"TSL","TITANSANDS FPO",0.007,"+0.000%"
"TOU","TLOUENERGY FPO",0.115,"+0.000%"
"TNG","TNG FPO",0.15,"-1.32%"
"TRT","TODDRIVER FPO",0.19,"+0.00%"
"TOM","TOMIZONE FPO",0.035,"+0.000%"
"TND","TOP END FPO",0.048,"+0.000%"
"TBH","TOPBETTA FPO",0.15,"+3.45%"
"TTW","TOPTUNG FPO",0.05,"+0.00%"
"TNR","TORIAN FPO",0.12,"+0.00%"
"TOE","TORO ENERG FPO",0.035,"-2.778%"
"TRB",N/A,N/A,N/A
"TRP",N/A,N/A,N/A
"TRK",N/A,N/A,N/A
"TOA",N/A,N/A,N/A
"TNB",N/A,N/A,N/A
"TNF",N/A,N/A,N/A
"TNH",N/A,N/A,N/A
"TOZ",N/A,N/A,N/A
"TNJ",N/A,N/A,N/A
"TTZ",N/A,N/A,N/A
"TFG","TOTAL FACE FPO",0.19,"+0.00%"
"TCH","TOUCHCORP FPO",1.50,"+2.04%"
"TWR","TOWER FPO NZX",1.11,"-0.89%"
"TOX","TOX FREE FPO",2.22,"-2.20%"
"TPC","TPC CONSOL FPO",0.65,"-1.52%"
"TPM","TPGTELECOM FPO",5.88,"-0.68%"
"TPE","TPI ENT FPO",2.20,"-0.45%"
"TME","TRADE ME FPO NZX",4.87,"+0.41%"
"TTC","TRATHERAPY FPO",0.325,"+1.562%"
"TTI","TRAFFIC FPO",0.037,"+8.824%"
"TKL","TRAKA RES FPO",0.019,"+0.000%"
"TSN","TRANS SOL FPO",0.017,"+0.000%"
"TTL","TRANSCEND FPO",0.028,"+0.000%"
"TSV","TRANSERV FPO",0.009,"-10.000%"
"TCO","TRANSMETRO FPO",1.025,"+0.000%"
"TCL","TRANSURBAN STAPLED",12.03,"-0.17%"
"TMI","TRAPROCK MINING LTD",N/A,"+0.00%"
"XVG",N/A,N/A,N/A
"TWE","TREA WINE FPO",12.04,"-0.41%"
"TKM","TREKMET CDI",0.044,"+7.317%"
"TEG","TRIANGLE FPO",0.045,"-18.182%"
"TBR","TRIBUNE FPO",6.14,"-0.16%"
"TIL","TRILOGYINT FPO NZX",2.35,"-6.00%"
"TNP","TRIPLE FPO",0.006,"+0.000%"
"TON","TRITONMIN FPO",0.06,"+0.00%"
"TRY","TROY RES. FPO",0.14,"+7.69%"
"TRM","TRUSCOTT FPO",0.023,"+0.000%"
"TAU","TRUSTEES FPO",0.15,"+0.00%"
"TTA","TTA HOLDIN FPO",0.041,"+0.000%"
"TUP","TTG CDI 1:1",0.06,"+0.00%"
"TGN","TUNGSTEN FPO",0.035,"+0.000%"
"TRA",N/A,N/A,N/A
"TV2","TV2U INTER FPO",0.009,"+0.000%"
"TYK","TYCHEAN FPO",0.005,"-16.667%"
"TYX","TYRANNA FPO",0.027,"+0.000%"
"TZL","TZ LIMITED FPO",0.04,"-9.09%"
"UCW","UCW LTD FPO",0.039,"+0.000%"
"UIL","UIL ENERGY FPO",0.039,"+0.000%"
"UUL","ULTIMA UTD FPO",0.044,"+0.000%"
"UTR","ULTRACHARG FPO",0.027,"-10.000%"
"UNS","UNILIFE CO CDI 60:1",0.005,"+0.000%"
"UNL","UNITEDNET FPO",0.155,"-3.125%"
"UOS","U.O. AUST FPO",0.635,"-0.781%"
"UBI","UNI BIOSEN CDI 1:1",0.465,"+3.333%"
