"CUV","CLINUVEL FPO",6.90,"+0.58%"
"CLV","CLOVER FPO",0.47,"+0.00%"
"CMI","CMI FPO",1.02,"+0.00%"
"CGR","CML GROUP FPO",0.265,"+0.000%"
"CZA","COALAFRICA FPO",0.059,"+0.000%"
"CBQ","COALBANK FPO",0.003,"+0.000%"
"CA8","COASSETS FPO",0.20,"+0.00%"
"COB","COBALT BLU FPO",0.245,"-2.000%"
"CCL","CC AMATIL FPO",9.35,"-0.11%"
"COH","COCHLEAR FPO",138.78,"+0.40%"
"CDA","CODAN FPO",2.20,"+0.00%"
"CGS","COGSTATE FPO",0.935,"+0.000%"
"CHK","COHIBA FPO",0.021,"+10.526%"
"CKA","COKAL FPO",0.03,"+0.00%"
"CL8","COLLABOR8 FPO",0.029,"+7.407%"
"CLH","COLL HOUSE FPO",1.35,"+0.75%"
"CKF","COLLINS FD FPO",5.22,"+0.97%"
"CRL","COMET FPO",0.045,"+0.000%"
"COI","COMETRIDGE FPO",0.13,"+0.00%"
"CBA","CWLTH BANK FPO",87.66,"+0.63%"
"COM","COMOPS FPO",0.014,"+0.000%"
"CFF",N/A,N/A,N/A
"CMP","COMPUMEDIC FPO",0.49,"+4.26%"
"CPU","CSHARE FPO",14.23,"-0.14%"
"CDB","CON BLA MI FPO",0.009,"+0.000%"
"CNJ","CONICO LTD FPO",0.044,"+0.000%"
"CIO","CONNECTIO FPO",0.029,"+20.833%"
"CXZ","CONNEXION FPO",0.073,"+1.389%"
"CSD","CONS TIN FPO",0.025,"+0.000%"
"CZL","CONS ZINC FPO",0.021,"+0.000%"
"CEN","CONTACT EN FPO NZX",4.795,"+9.475%"
"CGA","CONTANGOAM FPO",1.29,"+2.38%"
"CIE","CNTNGO INC FPO",0.965,"+1.579%"
"CTN","CONTANGO FPO",0.98,"+1.03%"
"COE","COOPER FPO",0.34,"-4.23%"
"CSE","COPSTRIKE FPO",0.195,"+0.000%"
"COY","COPPERMOLY FPO",0.016,"+0.000%"
"CZN","CORAZON FPO",0.022,"+0.000%"
"CXO","CORE EXP FPO",0.069,"+2.985%"
"CIZ","CORIZON FPO",0.02,"+0.00%"
"CTD","CORP TRAV FPO",20.57,"-0.68%"
"COO","CORUM GRP FPO",0.044,"-12.000%"
"CGC","COSTA GRP FPO",4.39,"-1.35%"
"CMT","COTTOILGAS FPO",0.07,"+0.00%"
"CGM","COUGAR FPO",0.008,"+0.000%"
"CUP","COUNTPLUS FPO",0.67,"-0.74%"
"CCJ","COUNTY INT FPO",0.012,"+0.000%"
"CVT","COVATA FPO",0.04,"+0.00%"
"CYG","COVENTRY FPO",0.65,"-3.70%"
"CYY","COVRESINC FPO",0.015,"-11.765%"
"CVO","COVERMORE FPO",1.945,"+0.000%"
"CZR","COZIRONRES FPO",0.015,"+0.000%"
"CGO","CPT GLOBAL FPO",0.16,"+0.00%"
"CXX","CRADLE RES FPO",0.315,"+0.000%"
"CGN","CRATERGOLD FPO",0.02,"+0.00%"
"CR8","CRE8TEK FPO",0.033,"+3.125%"
"CCP","CREDITCORP FPO",18.33,"-0.11%"
"CPH","CRESO FPO",0.665,"-6.338%"
"CMW","CROMWELL STAPLED",0.97,"+0.00%"
"CUX","CROSS STRT FPO",0.006,"+0.000%"
"CM8","CROWD FPO",0.145,"+0.000%"
"CWN","CROWN FPO",12.55,"+0.88%"
"CUF",N/A,N/A,N/A
"CUH",N/A,N/A,N/A
"CU1",N/A,N/A,N/A
"CU2",N/A,N/A,N/A
"CSN",N/A,N/A,N/A
"CTH",N/A,N/A,N/A
"CAS","CRUSADER FPO",0.11,"+0.00%"
"CTE","CRYOSITE FPO",0.19,"+0.00%"
"CSV","CSG LTD FPO",0.495,"+0.000%"
"CSL","CSL FPO",130.89,"+0.60%"
"CSR","CSR FPO",4.70,"+0.21%"
"CLX","CTI LOGIST FPO",0.70,"-1.41%"
"CDU","CUDECO FPO",0.365,"+0.000%"
"CUE","CUE FPO",0.069,"+4.545%"
"CUL","CULLEN RES FPO",0.002,"+0.000%"
"CV1","CV CHECK FPO",0.11,"-8.33%"
"CVC","CVC LTD FPO",1.87,"+2.19%"
"CWH","CWH RESRCS FPO",0.135,"+0.000%"
"CYB","CYBG PLC CDI 1:1",4.86,"+0.41%"
"CYQ","CYCLIQ FPO",0.037,"+2.778%"
"CYC","CYCLOPHARM FPO",0.775,"-0.641%"
"CYP","CYNATA THR FPO",0.47,"+0.00%"
"DCN","DACIANGOLD FPO",1.74,"+3.26%"
"DKO","DAKOTAMIN FPO",0.052,"-5.455%"
"DAU","DAMPIERGOL FPO",0.025,"+0.000%"
"DNK","DANAKALI FPO",0.68,"-0.73%"
"DHR","DARK HORSE FPO",0.007,"+0.000%"
"DTM","DARTMIN FPO",0.007,"+0.000%"
"DTL","DATA3 FPO",1.735,"-0.857%"
"DDT","DATADOT FPO",0.007,"+16.667%"
"DTR","DATELINE FPO",0.036,"+0.000%"
"DTX","DATETIX FPO",0.27,"+12.50%"
"DAV","DAVENPORT FPO",0.11,"+0.00%"
"DW8","DAWINE FPO",0.019,"-5.000%"
"DEG","DEGREY FPO",0.053,"+0.000%"
"DEM","DEMEM LTD FPO",0.40,"-2.44%"
"DSX","DECIMAL FPO",0.043,"+0.000%"
"DCG","DECMIL GRP FPO",0.80,"-4.19%"
"DYL","D YELLOW FPO",0.28,"+1.82%"
"DLC","DELECTA FPO",0.004,"+0.000%"
"DSB","DELTA SBD FPO",0.115,"+0.000%"
"DMI","DEMPSEYMIN FPO",0.061,"+0.000%"
"D13","DEPT 13 FPO",0.135,"+0.000%"
"DGH","DESANE FPO",1.03,"-0.96%"
"DVN","DEVINE FPO",0.435,"+0.000%"
"DXS","DEXUS PROP STAPLED",10.26,"+0.29%"
"DGO","DRUMMOND FPO",0.40,"+0.00%"
"DGR","DGR GLOBAL FPO",0.14,"+3.70%"
"DRX","DIATREME FPO",0.009,"-10.000%"
"DDR","DICKERDATA FPO",2.48,"+1.64%"
"DMC","DIGIMATIC CDI 1:1",0.08,"+0.00%"
"DCC","DIGITALX FPO",0.039,"+2.632%"
"DXB","DIMERIX FPO",0.007,"+0.000%"
"DXF","DING SHENG FPO",0.14,"+0.00%"
"DGX","DIPLOMA FPO",0.006,"+0.000%"
"DM1","DRECTMONEY FPO",0.051,"-7.273%"
"DAF","DIS AFRICA FPO",0.013,"+0.000%"
"DUI","DUI FPO",3.81,"+0.53%"
"DJW","DJW INVEST FPO",3.63,"+1.11%"
"DCL","DOMACOM FPO",0.15,"-3.23%"
"DME","DOMEGOLD FPO",0.22,"+0.00%"
"DMP","DOMINOS FPO",61.42,"-0.13%"
"DNA","DONACO FPO",0.47,"-2.08%"
"DFM","DONGFANG FPO",0.815,"+1.875%"
"DRM","DORAY MIN FPO",0.30,"-3.23%"
"DVL","DORSAVI FPO",0.40,"-5.88%"
"DTZ","DOTZ NANO FPO",0.18,"-18.18%"
"DOW","DOWNER EDI FPO",5.77,"+1.58%"
"DRA","DRAGON FPO",0.25,"+0.00%"
"DMG","DRAGONMOUN FPO",0.011,"+0.000%"
"DTS","DRAGONTAIL FPO",0.24,"+4.35%"
"DRG","DRAIG RESO FPO",0.03,"-3.23%"
"DRK","DRAKE RES FPO",0.30,"+0.00%"
"DN8","DREAMSCAPE FPO",0.22,"+10.00%"
"DAM",N/A,N/A,N/A
"DAE",N/A,N/A,N/A
"DAQ",N/A,N/A,N/A
"DRO","DRONE FPO",0.395,"+0.000%"
"DSE","DROPSUITE FPO",0.066,"-2.941%"
"DTI","DTI GROUP FPO",0.23,"+0.00%"
"DUB","DUBBER FPO",0.25,"+0.00%"
"DUE","DUET FORUS",3.02,"+0.33%"
"DKM","DUKETON FPO",0.19,"-5.00%"
"DLX","DULUXG FPO",6.71,"+0.45%"
"D2O","DUXTON FPO",1.05,"+1.94%"
"DWS","DWS LTD FPO",1.60,"+1.27%"
"DYE","DYESOL LTD FPO",0.24,"+2.13%"
"DMA","DYNASTY FPO",0.06,"+0.00%"
"EAL","E&A LTD FPO",0.054,"-5.263%"
"E2M","E2 METALS LTD",0.15,"+0.00%"
"ENL","EAGLE NICK FPO",0.003,"+0.000%"
"EER","EASTENERGY FPO",0.007,"+0.000%"
"EWE","EAST WEST FPO",N/A,"+0.00%"
"EGS","EASTGOLD FPO",0.32,"-8.57%"
"EFE","E IRON FPO",0.014,"+0.000%"
"EAS","EASTON FPO",1.20,"-7.69%"
"EBO","EBOS FPO NZ",16.95,"+0.00%"
"ECG","ECARGO CDI 1:1",0.085,"-4.494%"
"EAR","ECHO RES FPO",0.16,"+6.67%"
"EPM","ECLMETALS FPO",0.006,"+0.000%"
"ECX","ECLIPX FPO",3.83,"+0.26%"
"EDE","EDEN INNOV FPO",0.24,"-11.11%"
"EGA","EGANSTREET FPO",0.26,"+0.00%"
"EDC","EILDON CAP FPO",1.07,"+0.94%"
"ENN","ELANOR STAPLED",2.19,"+0.46%"
"ERF","ELANORETL STAPLED",1.30,"+0.00%"
"ELD","ELDERS FPO",4.40,"-0.45%"
"EOS","ELEC OPTIC FPO",3.20,"+1.59%"
"ELT","ELEMENTOS FPO",0.01,"+42.86%"
"EXR","ELIXIR PET FPO",0.035,"+6.061%"
"ELK","ELK PETROL FPO",0.07,"+0.00%"
"EAI","ELL ASIAN FPO",0.88,"+1.15%"
"EGI","ELLERSTON FPO",0.96,"+1.05%"
"ELX","ELLEX FPO",1.065,"+0.000%"
"EYM","ELYSIUM FPO",0.032,"+0.000%"
"EMB","EMBELTON FPO",11.90,"-3.25%"
"EHL","EMECO HLDG FPO",0.083,"+0.000%"
"EMC","EMEFCY GRP FPO",0.81,"+1.25%"
"EMR","EMERALD FPO",0.047,"+4.444%"
"EMG","EMERGENT FPO",0.009,"+0.000%"
"EMF","EMERG MKTS UNIT",1.89,"+0.00%"
"EML","EMLPAYMENT FPO",1.455,"+0.692%"
"ERM","EMMERSON FPO",0.088,"+0.000%"
"ERX","EMP RANGE FPO",0.079,"+0.000%"
"EEG","EMPIRE ENE FPO",0.007,"-12.500%"
"EGO","EMPIRE OIL FPO",0.19,"+0.00%"
"ERL","EMPIRE RES FPO",0.023,"+9.524%"
"EPD","EMPIREDLTD FPO",0.445,"+1.136%"
"EMU","EMU NL FPO",0.14,"+0.00%"
"ENR","ENCOUNTER FPO",0.095,"-9.524%"
"ENB","ENEABBA G FPO",0.012,"+9.091%"
"ENX","ENEGEX FPO",0.011,"+0.000%"
"EMX","ENERGIAMIN FPO",0.04,"+2.56%"
"EAX","ENERGY ACT FPO",0.75,"+0.00%"
"EME","ENERGY MET FPO",0.10,"+0.00%"
"EOL","ENERGY ONE FPO",0.38,"+0.00%"
"ERA","ERA FPO 'A'",0.63,"-2.33%"
"EGY","ENERGYTECH FPO",0.006,"+0.000%"
"EWC","ENERGY WLD FPO",0.38,"+2.70%"
"ERJ","ENERJI LTD FPO",0.005,"+0.000%"
"EGG","ENERO FPO",1.00,"+0.00%"
"EGN","ENGENCO FPO",0.185,"-2.632%"
"EOR","EN OIL GAS FPO",0.007,"-12.500%"
"ENC","ENICE CDI 1:1",0.31,"+0.00%"
"EXO","ENNOX GRP FPO",0.003,"+0.000%"
"E88","ENSOGO FPO",0.65,"+0.00%"
"ENA","ENSURANCE FPO",0.14,"-15.15%"
"ETE","ENTEK FPO",0.025,"+0.000%"
"ENT","ENT METALS FPO",0.019,"+0.000%"
"EVM","ENVMISSION FPO",0.10,"+0.00%"
"ESI","ENVIRON FPO",0.016,"+0.000%"
"EGL","ENVN GROUP FPO",0.023,"+0.000%"
"EVS","ENVIROSUIT FPO",0.065,"+0.000%"
"ENZ","ENZUMO FPO",0.075,"+0.000%"
"EPT","EPAT TECH FPO",0.028,"+7.692%"
"EPA","EPHRAIMRES FPO",0.002,"+0.000%"
"EQT","EQUITY TR FPO",17.40,"-0.63%"
"EQU","EQUATOR FPO",0.13,"-7.14%"
"EQX","EQUATORIAL FPO",0.48,"+0.00%"
"EQE","EQUUS LTD FPO",0.013,"+8.333%"
"EPW","ERM POWER FPO",1.205,"+1.261%"
"ESE","ESENSELAB CDI 1:1",0.42,"+7.69%"
"ESV","ESERV FPO",0.09,"+0.00%"
"ESM","ESPERANCE FPO",0.012,"+0.000%"
"ESH","ESPORTS FPO",0.014,"-22.222%"
"EHE","ESTIA HLTH FPO",3.01,"-0.66%"
"ESR","ESTRELLA R FPO",0.028,"+0.000%"
"GOL",N/A,N/A,N/A
"ESK","ETHERSTACK CDI 1:1",0.22,"+0.00%"
"EUM","EUMERALLA FPO",0.08,"+0.00%"
"EBG","EUMUNDI FPO",0.92,"+0.00%"
"EGH","EUR GROUP FPO",0.38,"-1.30%"
"EUR","EUROLITH FPO",0.05,"+0.00%"
"EMH","EUROMETALS CDI 1:1",0.95,"+2.70%"
"EZL","EUROZ FPO",1.14,"-1.72%"
"EVE","EVE INVEST FPO",0.006,"+0.000%"
"EVT","EVEHOSPENT FPO",13.00,"+0.85%"
"EVN","EVOLUTION FPO",2.31,"+3.12%"
"EVO","EVOLVE EDU FPO NZX",1.02,"+0.00%"
"EVZ","EVZ LTD FPO",0.01,"-9.09%"
"EXG","EXCELSIOR FPO",0.037,"+0.000%"
"EXU","EXPLAURUM FPO",0.091,"-5.208%"
"EXC","EXTERRA FPO",0.043,"+2.381%"
"EZA","EZACORP FPO",0.12,"+0.00%"
"FTT","FACTOR TH FPO",0.062,"+0.000%"
"FXJ","FAIRFAX FPO",1.04,"+1.46%"
"FZO","FAMILYZONE FPO",0.27,"-1.82%"
"FAR","FAR FPO",0.083,"+1.220%"
"FRM","FARM PRIDE FPO",1.31,"+1.55%"
"FFC","FARMAFORCE FPO",0.15,"+0.00%"
"FBR","FASTBRICK FPO",0.125,"+4.167%"
"FE8","FAST ENTPR FPO",0.195,"+0.000%"
"FPC","FATGBLCONT FPO",1.20,"+2.13%"
"FFG","FATFISH FPO",0.035,"+0.000%"
"FEL","FE LIMITED FPO",0.027,"+0.000%"
"FCR","FERRUM FPO",0.002,"+0.000%"
"FTZ","FERTOZ FPO",0.083,"+0.000%"
"FFI","F.F.I.HOLD FPO",3.81,"+0.00%"
"FID","FIDUCIANGP FPO",4.18,"+0.48%"
"FRI","FINBAR FPO",0.80,"+0.00%"
"FND","FINDERS FPO",0.18,"+0.00%"
"FGR","FIRSTGRAPH FPO",0.105,"+0.000%"
"FGF","FIRSTGRO FPO",0.006,"+0.000%"
"FMA",N/A,N/A,N/A
"FCT","FIRSTWAVE FPO",0.42,"+0.00%"
"FPH","F&P HEALTH FPO NZX",9.12,"+0.88%"
"FZR","FZRIVCORP FPO",0.15,"+0.00%"
"FSI","FLAGSHIP FPO",1.58,"-1.25%"
"FWD","FLEETWOOD FPO",2.02,"+2.02%"
"FBU","FLETBUILD FPO NZX",7.73,"+1.05%"
"FXL","FLEXIGROUP FPO",2.36,"-0.84%"
"FRX","FLEXIROAM FPO",0.086,"-18.095%"
"FLT","FLIGHT CTR FPO",31.84,"-0.78%"
"FMS","FLINDERS FPO",0.069,"-2.817%"
"FML","FOCUS MIN FPO",0.40,"-2.44%"
"FET","FLKSTN EDU UNIT",2.84,"+2.16%"
"FLK","FOLKESTONE FPO",1.05,"+0.96%"
"FSF","FONTERRA UNIT NZX",5.54,"+0.18%"
"FOR","FORAGER AU UNITS",1.99,"+0.51%"
"4CE","FORCECOM FPO",0.02,"-9.09%"
"FRC","FORTE CON FPO",0.021,"+0.000%"
"FMG","FORTESCUE FPO",5.21,"-3.16%"
"FOY","FOY GROUP FPO",0.125,"+0.000%"
"FRN","FRASERRANG FPO",0.022,"-4.348%"
"FNP","FREEDOMFGL FPO",4.20,"-5.41%"
"FIG","FREEDOMINS FPO",0.70,"+0.00%"
"FDM","FREEDOMOIL FPO",0.097,"+4.301%"
"FHS","FREHIL MIN FPO",0.105,"-19.231%"
"FLN","FREELANCER FPO",0.78,"-3.11%"
"FRE","FRESHTEL FPO",0.10,"+0.00%"
"FCG","FRONTR C G FPO",0.08,"+0.00%"
"FDV","FRONT D V FPO",0.50,"+0.00%"
"FNT","FRONTIER FPO",0.04,"+0.00%"
"FSA","FSA GROUP FPO",1.38,"+0.00%"
"FUN","FUNTASTIC FPO",0.006,"+0.000%"
"FFT","FUTURFIBRE FPO",0.155,"-3.125%"
"FGG","FUTURE GLB FPO",1.05,"+0.96%"
"FGX","FUTURE GEN FPO",1.13,"-0.44%"
"FYI","FYI RES FPO",0.02,"+0.00%"
"GMV","G MEDICAL INNOVATI",N/A,"+0.00%"
"GUD","G.U.D. FPO",12.51,"-0.95%"
"GEM","G8 EDUCATE FPO",3.70,"-0.27%"
"GRB","GAGE ROADS FPO",0.038,"-5.000%"
"GXY","GALAXY RES FPO",0.43,"+0.00%"
"GAP","GALE PAC FPO",0.40,"+0.00%"
"GLL","GAL ENERGY FPO",0.14,"+7.69%"
"GCM","GARDA CAP STAPLED",0.93,"+0.00%"
"GDF","GARDA UNITS",1.085,"+0.000%"
"GGX","GAS2GRID FPO",0.003,"+0.000%"
"GCY","GASCOYNE FPO",0.505,"-1.942%"
"GTY","GATEWYLIFE STAPLED",2.15,"+0.00%"
"GML","GATEWAY FPO",0.019,"+0.000%"
"GZL","GAZAL FPO",2.32,"+0.00%"
"GBX","GB ENERGY FPO",0.017,"+6.250%"
"GBM","GBM GOLD FPO",0.009,"+0.000%"
"GBZ","GBMRESOURC FPO",0.013,"-7.143%"
"GBT","GBST HLDGS FPO",2.85,"+1.06%"
"GDI","GDI PROP STAPLED",1.05,"+0.96%"
"GBI","GENERA BIO FPO",0.17,"-5.56%"
"GHC","GEN HEALTH UNITS",2.27,"+0.00%"
"GNE","GENESIS NZ FPO NZX",1.94,"+1.57%"
"GMD","GEN MINS FPO",0.019,"+0.000%"
"GES","GENESISRES FPO",0.037,"+0.000%"
"GSS","GENETICSIG FPO",0.43,"+0.00%"
"GTG","GENE TECH FPO",0.01,"+0.00%"
"GNX","GENEXPOWER FPO",0.24,"+0.00%"
"GTK","GENTRACK FPO NZX",4.05,"+0.00%"
"GMA","GENWORTH FPO",3.25,"+0.93%"
"GPR","GEO PAC FPO",0.036,"-5.263%"
"GSW","GETSWIFT FPO",0.675,"-3.571%"
"GID","GIDYNAMICS CDI FORUS",0.058,"+0.000%"
"GBG","GINDALBIE FPO",0.019,"+0.000%"
"GLA","GLADIATOR FPO",0.003,"+0.000%"
"GC1","GLENNON FPO",0.95,"+0.00%"
"GLE","GLG CORP FPO",0.25,"+0.00%"
"GCS","GLOBAL CON FPO",0.54,"-1.82%"
"GEV","GLOBENEVEN FPO",0.15,"+0.00%"
"GFI","GFINVEST FPO",0.36,"+0.00%"
"GSC","GEOSCI FPO",0.15,"-6.25%"
"GGH","GLOBALGOLD FPO",0.045,"+0.000%"
"GLH","GLOBALHE FPO",0.36,"-1.37%"
"GFL","GBL MASTER FPO",1.86,"+0.00%"
"GBP","GLOBAL PET FPO",0.027,"+0.000%"
"GVF","GLOBALVAL FPO",1.08,"-1.82%"
"GLB","GLOBE INTL FPO",0.98,"+0.00%"
"GBE","GLOBE MET FPO",0.018,"-10.000%"
"GME","GME RES. FPO",0.085,"+0.000%"
"GOE","GO ENERGY FPO",0.027,"+0.000%"
"GCN","GOCONNECT FPO",0.007,"+0.000%"
"GFY","GODFREYS FPO",0.70,"+0.00%"
"GMN","GOLDMOUNTN FPO",0.095,"+0.000%"
"GOR","GOLDROAD FPO",0.65,"+3.17%"
"GCR","GOLD CROSS FPO",0.019,"+0.000%"
"GED","GOLD DEEP FPO",0.028,"-6.667%"
"GMR","GOLDEN RIM FPO",0.007,"+16.667%"
"GMY","GOLDFIELDS FPO",1.00,"+0.00%"
"GSE","GOLDSEARCH FPO",0.084,"+0.000%"
"GDA","GONDWANA FPO",0.10,"+0.00%"
"GMG","GOOD GROUP STAPLED",8.16,"+0.74%"
"GMP",N/A,N/A,N/A
"GOO","GOOROO FPO",0.18,"+0.00%"
"GOW","GOWING BRS FPO",3.61,"+2.27%"
"GPS","GPS FPO",0.016,"+0.000%"
"GPT","GPT STAPLED",5.30,"-0.38%"
"GNG","GR ENGIN FPO",1.565,"+1.954%"
"GNC","GRAINCORP FPO",8.81,"-0.23%"
"GGE","GRAND GULF FPO",0.004,"+0.000%"
"GBA","GRANDBRIDG FPO",0.02,"+0.00%"
"GRR","GRANGE FPO",0.145,"-9.375%"
"GPX","GRAPHEX FPO",0.365,"+1.389%"
"GRA","GRAPHITECO FPO",0.80,"+5.26%"
"GEG","GRAYSECOM FPO",1.03,"-5.07%"
"GBR","GREATBOULD FPO",0.19,"+0.00%"
"GTE","GREAT WEST FPO",0.014,"-6.667%"
"GXL","GREENCROSS FPO",6.79,"-1.31%"
"GGG","GREENLAND FPO",0.098,"+1.031%"
"GPP","GREENPOWER FPO",0.024,"+4.348%"
"GRV","GREENVALE FPO",0.035,"+0.000%"
"GOZ","GROWTHPRO STAPLED",3.25,"+0.00%"
"GTR","GTI RES FPO",0.034,"+0.000%"
"GTN","GTNETWORK FPO",2.44,"+0.41%"
"GLF","GULF IND FPO",0.009,"+0.000%"
"GMC","GULFMANGA FPO",0.042,"+0.000%"
"GUL","GULLEWA FPO",0.014,"-12.500%"
"GWA","GWA GROUP FPO",3.06,"+0.00%"
"GWR","GWR GROUP FPO",0.053,"+1.923%"
"HMX","HAMMER FPO",0.044,"-4.348%"
"HHM","HAMPTON FPO",0.02,"+0.00%"
"HNR","HANNANS FPO",0.012,"+0.000%"
"HSN","HANSEN TEC FPO",3.45,"+0.29%"
"HAO","HAOMA FPO",0.125,"-3.846%"
"HAR","HARANGA GD FPO",0.002,"+0.000%"
"HT8","HARRIS FPO",0.068,"-2.857%"
"HVN","HARVEY FPO",4.22,"+1.44%"
"HAS","HASTTECH FPO",0.09,"+1.12%"
"HAV","HAVILAH FPO",0.64,"-1.54%"
"HOG","HAWKLEY FPO",0.005,"+0.000%"
"HWK","HAWKMINE FPO",0.014,"+7.692%"
"HAW","HAWTHORN FPO",0.032,"+3.226%"
"HZR","HAZERGROUP FPO",0.59,"-1.67%"
"HSO","HEALTHSCPE FPO",2.22,"+0.00%"
"HMO","HEARMEOUT FPO",0.13,"+0.00%"
"HSK","HEEMSKIRK FPO",0.073,"-2.667%"
"HLX","HELIX FPO",0.045,"+0.000%"
"HLO","HELLOWORLD FPO",3.89,"+0.78%"
"HGG","HEND GROUP CDI 1:1",4.03,"+0.75%"
"HML","HENRY MOR FPO",1.81,"-1.36%"
"HBS",N/A,N/A,N/A
"HRR","HERON FPO",0.09,"-2.17%"
"HXG","HEXAGON FPO",0.135,"-3.571%"
"HFA","HFA HOLD FPO",2.37,"+0.00%"
"HNG","HGL LTD FPO",0.55,"+0.92%"
"HHY","HASTING HY ORD UNITS",0.105,"+5.000%"
"HPR","HIGH PEAK FPO",0.045,"+0.000%"
"HFR","HIGHFIELD FPO",1.075,"-4.018%"
"HIG","HIGHLANDS FPO 40T",0.065,"+3.175%"
"HEG","HILL END FPO",0.05,"+8.70%"
"HGO","HILLGROVE FPO",0.075,"+0.000%"
"HIL","HILLS FPO",0.20,"+8.11%"
"HIT","HITECH GRP FPO",0.58,"+0.00%"
"HJB","HJB CORP FPO",0.008,"+0.000%"
"HCT","HOLISTA FPO",0.13,"+0.00%"
"HOM","HOMELOANS FPO",0.42,"+1.20%"
"HRN","HORIZONGLD FPO",0.31,"+1.64%"
"HZN","HOR OIL FPO",0.058,"+0.000%"
"HOR","HORSESHOE FPO",0.029,"+0.000%"
"HCH","HOT CHILI FPO",0.033,"+6.452%"
"HOT","HOTCOPPER FPO",0.16,"+0.00%"
"HPI","HOTELPROP STAPLED",2.98,"+0.34%"
"HRL","HRLHOLDING FPO",0.096,"+1.053%"
"HUB","HUB24LTD FPO",4.87,"+0.62%"
"HGL","HUDSON INV FPO",0.032,"+0.000%"
"HDX","HUGHES_DRL FPO",0.08,"+6.67%"
"HHV","HHGLOVALUE FPO",1.145,"+1.327%"
"HHL","HUNTERHALL FPO",2.53,"-2.69%"
"HRE",N/A,N/A,N/A
"HUO","HUON AQUA FPO",4.76,"+1.93%"
"HTA","HUTCHISON FPO",0.074,"+0.000%"
"HCS",N/A,N/A,N/A
"IS3","ISYNERGY FPO",0.19,"+0.00%"
"IAN",N/A,N/A,N/A
"IB8","IBOSSES FPO",0.35,"-2.78%"
"IBN","IBUYNEW FPO",0.004,"+0.000%"
"ICI","ICANDY FPO",0.06,"+0.00%"
"ICQ","ICAR ASIA FPO",0.29,"-6.45%"
"ICT","ICOLLEGE FPO",0.034,"+0.000%"
"ICN","ICONENERGY FPO",0.028,"+3.704%"
"ICS","ICSGLOBAL FPO",1.35,"+0.00%"
"IDF",N/A,N/A,N/A
"IDH",N/A,N/A,N/A
"IDJ",N/A,N/A,N/A
"IEL","IEL FPO",4.52,"-2.38%"
"IDT","IDT AUST FPO",0.14,"+3.70%"
"IKE","IKE GPS FPO NZX",0.35,"+0.00%"
"IKW","IKWEZI FPO",0.006,"+0.000%"
"ILU","ILUKA RES FPO",8.52,"-0.23%"
"IMI","IM MEDICAL FPO",0.001,"+0.000%"
"IMA","IMAGE RES FPO",0.10,"-4.76%"
"IMD","IMDEX FPO",0.65,"-0.76%"
"IMF","IMFBENTHAM FPO",1.95,"+0.00%"
"IMC","IMMURON FPO",0.55,"+7.84%"
"IPT","IMPACT MIN FPO",0.019,"-9.524%"
"IPD","IMPEDIMED FPO",0.725,"-3.333%"
"IPC","IM PACIFIC FPO",0.95,"+0.00%"
"IHL","IMHEALTH FPO",0.069,"+4.545%"
"IMU","IMUGENE FPO",0.015,"+0.000%"
"IAB","INABOX GRP FPO",1.05,"+0.00%"
"ICG","INCA MINLS FPO",0.019,"-9.524%"
"IPL","INCITEC PV FPO",3.82,"+2.96%"
"IOG","INCRE OIL FPO",0.034,"+0.000%"
"INK","INDAGO FPO",0.11,"+0.00%"
"IGO","IND GROUP FPO",3.25,"+4.17%"
"INF","INDIA FUND LTD",N/A,"+0.00%"
"IRL","INDIA RES. FPO",0.002,"+0.000%"
"IDA","INDIANARES FPO",0.105,"+0.000%"
"IDO","INDO MINES FPO",0.01,"+0.00%"
"IDC","INDOCHINE FPO",2.40,"+0.00%"
"IDZ","INDSKYDIVE FPO",0.30,"+0.00%"
"ICZ","INDUS COAL FPO",0.052,"+0.000%"
"IND","INDUSENEGY FPO",0.021,"+0.000%"
"IDR","INDUSTRIA STAPLED",2.22,"+0.91%"
"ICB",N/A,N/A,N/A
"IFN","INFIGEN STAPLED",0.96,"-2.54%"
"IFM","INFOMEDIA FPO",0.72,"-1.37%"
"IFT","INFRATIL FPO NZX",2.83,"-0.70%"
"INA","INGENIA STAPLED",2.74,"-0.72%"
"ING","INGHAMS FPO",3.15,"+0.64%"
"IIL","INNATE FPO",0.785,"+1.948%"
"IAG","INSUR.AUST FPO",6.17,"+0.49%"
"IDX","INTEG DIAG FPO",1.29,"-0.39%"
"ITL","INTMEDIA FPO",0.185,"+0.000%"
"IP1","INPAYTECH FPO",0.19,"+0.00%"
"IRI","INT RESRCH FPO",2.99,"-0.33%"
"IRC","INTERMIN FPO",0.10,"-4.76%"
"IEQ","INTER.EQ FPO",0.066,"+0.000%"
"IFX",N/A,N/A,N/A
"IGS","INT GOLDFI FPO",0.003,"+0.000%"
"IHS","INTERPOSE FPO",0.035,"+16.667%"
"IMG",N/A,N/A,N/A
"IMX",N/A,N/A,N/A
"IMQ",N/A,N/A,N/A
"IMK",N/A,N/A,N/A
"IMN",N/A,N/A,N/A
"IMO",N/A,N/A,N/A
"INB",N/A,N/A,N/A
"INN",N/A,N/A,N/A
"INH",N/A,N/A,N/A
"IAM","INTIGER FPO",0.041,"+2.500%"
"IEC","INTRA ENGY FPO",0.01,"+0.00%"
"IAU","INTREPID FPO",1.05,"+0.00%"
